created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2026-05-10T20:46:06+00:00,1,172,1.09117,22.30000,78.10000,,,,
2026-05-10T21:07:47+00:00,2,327,0.54359,23.70000,74.80000,,,,
2026-05-10T21:29:24+00:00,3,361,0.48636,24.50000,91.50000,,,,
2026-05-10T21:51:00+00:00,4,377,0.46300,24.70000,93.70000,,,,
2026-05-10T22:12:37+00:00,5,392,0.44283,24.80000,94.60000,,,,
2026-05-10T22:34:14+00:00,6,403,0.42900,24.90000,95.30000,,,,
2026-05-10T22:55:52+00:00,7,409,0.42177,24.90000,95.80000,,,,
2026-05-10T23:17:28+00:00,8,415,0.41474,25.00000,96.20000,,,,
2026-05-10T23:39:06+00:00,9,423,0.40569,25.00000,96.50000,,,,
2026-05-11T00:00:43+00:00,10,427,0.40129,25.00000,96.70000,,,,
2026-05-11T00:22:19+00:00,11,431,0.39697,25.00000,96.90000,,,,
2026-05-11T00:43:56+00:00,12,437,0.39064,25.00000,97.10000,,,,
2026-05-11T01:05:32+00:00,13,440,0.38754,25.00000,97.20000,,,,
2026-05-11T01:27:10+00:00,14,443,0.38448,25.00000,97.40000,,,,
2026-05-11T01:48:45+00:00,15,447,0.38047,25.10000,97.60000,,,,
2026-05-11T02:10:21+00:00,16,453,0.37458,25.10000,97.60000,,,,
2026-05-11T02:31:58+00:00,17,456,0.37169,25.10000,97.60000,,,,
2026-05-11T02:53:34+00:00,18,458,0.36979,25.10000,97.70000,,,,
2026-05-11T03:15:11+00:00,19,461,0.36697,25.10000,97.80000,,,,
2026-05-11T03:36:46+00:00,20,463,0.36510,25.10000,97.90000,,,,
2026-05-11T03:58:24+00:00,21,466,0.36234,25.10000,97.90000,,,,
2026-05-11T04:20:01+00:00,22,469,0.35961,25.10000,97.90000,,,,
2026-05-11T04:41:37+00:00,23,469,0.35961,25.10000,98.00000,,,,
2026-05-11T05:03:13+00:00,24,469,0.35961,25.10000,98.00000,,,,
2026-05-11T05:24:49+00:00,25,472,0.35692,25.10000,98.00000,,,,
2026-05-11T05:46:25+00:00,26,473,0.35603,25.10000,98.00000,,,,
2026-05-11T06:08:02+00:00,27,474,0.35515,25.10000,98.00000,,,,
2026-05-11T06:29:40+00:00,28,475,0.35426,25.10000,98.00000,,,,
2026-05-11T06:51:17+00:00,29,477,0.35251,25.10000,98.00000,,,,
2026-05-11T07:12:54+00:00,30,477,0.35251,25.10000,98.10000,,,,
2026-05-11T07:34:31+00:00,31,479,0.35077,25.10000,98.00000,,,,
2026-05-11T07:56:07+00:00,32,481,0.34904,25.10000,98.10000,,,,
2026-05-11T08:17:44+00:00,33,483,0.34733,25.10000,98.10000,,,,
2026-05-11T08:39:20+00:00,34,483,0.34733,25.10000,98.00000,,,,
2026-05-11T09:00:56+00:00,35,485,0.34564,25.10000,98.00000,,,,
2026-05-11T09:22:33+00:00,36,487,0.34396,25.10000,98.00000,,,,
2026-05-11T09:44:09+00:00,37,487,0.34396,25.10000,98.00000,,,,
2026-05-11T10:05:46+00:00,38,487,0.34396,25.10000,98.00000,,,,
2026-05-11T10:27:22+00:00,39,487,0.34396,25.10000,98.00000,,,,
2026-05-11T10:48:58+00:00,40,488,0.34312,25.10000,98.10000,,,,
2026-05-11T11:10:34+00:00,41,489,0.34229,25.10000,98.10000,,,,
2026-05-11T11:32:12+00:00,42,489,0.34229,25.10000,98.10000,,,,
2026-05-11T11:53:49+00:00,43,490,0.34146,25.10000,98.10000,,,,
2026-05-11T12:15:25+00:00,44,491,0.34063,25.10000,98.00000,,,,
2026-05-11T12:37:02+00:00,45,491,0.34063,25.10000,98.00000,,,,
2026-05-11T12:58:40+00:00,46,491,0.34063,25.10000,98.00000,,,,
2026-05-11T13:20:16+00:00,47,493,0.33899,25.10000,97.90000,,,,
2026-05-11T13:41:53+00:00,48,493,0.33899,25.10000,97.90000,,,,
2026-05-11T14:03:31+00:00,49,495,0.33736,25.10000,97.90000,,,,
2026-05-11T14:25:07+00:00,50,495,0.33736,25.10000,97.80000,,,,
2026-05-11T14:46:45+00:00,51,498,0.33494,25.20000,97.70000,,,,
2026-05-11T15:08:21+00:00,52,499,0.33414,25.20000,97.70000,,,,
2026-05-11T15:29:59+00:00,53,501,0.33255,25.30000,97.60000,,,,
2026-05-11T15:51:36+00:00,54,502,0.33176,25.30000,97.50000,,,,
2026-05-11T16:13:12+00:00,55,503,0.33098,25.40000,97.50000,,,,
2026-05-11T16:34:49+00:00,56,505,0.32941,25.40000,97.40000,,,,
2026-05-11T16:56:25+00:00,57,507,0.32786,25.50000,97.30000,,,,
2026-05-11T17:18:02+00:00,58,508,0.32709,25.60000,97.30000,,,,
2026-05-11T17:39:38+00:00,59,509,0.32632,25.60000,97.30000,,,,
2026-05-11T18:01:14+00:00,60,509,0.32632,25.60000,97.50000,,,,
2026-05-11T18:22:51+00:00,61,517,0.32028,25.60000,97.60000,,,,
2026-05-11T18:44:29+00:00,62,519,0.31880,25.50000,97.70000,,,,
2026-05-11T19:06:04+00:00,63,521,0.31733,25.60000,97.60000,,,,
2026-05-11T19:27:41+00:00,64,521,0.31733,25.50000,97.80000,,,,
2026-05-11T19:49:18+00:00,65,523,0.31587,25.50000,97.80000,,,,
2026-05-11T20:10:55+00:00,66,525,0.31442,25.60000,97.80000,,,,
2026-05-11T20:32:31+00:00,67,525,0.31442,25.60000,97.80000,,,,
2026-05-11T20:54:08+00:00,68,529,0.31156,25.60000,97.80000,,,,
2026-05-11T21:15:45+00:00,69,529,0.31156,25.70000,97.70000,,,,
2026-05-11T21:37:22+00:00,70,531,0.31015,25.70000,97.70000,,,,
2026-05-11T21:58:58+00:00,71,531,0.31015,25.70000,97.70000,,,,
2026-05-11T22:20:34+00:00,72,531,0.31015,25.60000,97.90000,,,,
2026-05-11T22:42:13+00:00,73,533,0.30874,25.60000,97.80000,,,,
2026-05-11T23:03:49+00:00,74,533,0.30874,25.60000,97.80000,,,,
2026-05-11T23:25:26+00:00,75,535,0.30735,25.70000,97.80000,,,,
2026-05-11T23:47:03+00:00,76,534,0.30804,25.70000,97.80000,,,,
2026-05-12T00:08:39+00:00,77,535,0.30735,25.70000,97.80000,,,,
2026-05-12T00:30:16+00:00,78,535,0.30735,25.70000,97.80000,,,,
2026-05-12T00:51:53+00:00,79,536,0.30666,25.70000,97.90000,,,,
2026-05-12T01:13:29+00:00,80,537,0.30597,25.60000,97.90000,,,,
2026-05-12T01:35:06+00:00,81,537,0.30597,25.60000,98.00000,,,,
2026-05-12T01:56:42+00:00,82,539,0.30459,25.60000,97.90000,,,,
2026-05-12T02:18:19+00:00,83,539,0.30459,25.60000,97.90000,,,,
2026-05-12T02:39:55+00:00,84,539,0.30459,25.60000,97.90000,,,,
2026-05-12T03:01:31+00:00,85,539,0.30459,25.60000,97.90000,,,,
2026-05-12T03:23:08+00:00,86,540,0.30391,25.60000,98.00000,,,,
2026-05-12T03:44:45+00:00,87,541,0.30323,25.60000,97.90000,,,,
2026-05-12T04:06:21+00:00,88,541,0.30323,25.60000,97.90000,,,,
2026-05-12T04:27:58+00:00,89,542,0.30255,25.60000,97.90000,,,,
2026-05-12T04:49:35+00:00,90,543,0.30188,25.60000,97.90000,,,,
2026-05-12T05:11:11+00:00,91,543,0.30188,25.60000,98.00000,,,,
2026-05-12T05:32:48+00:00,92,543,0.30188,25.60000,98.00000,,,,
2026-05-12T05:54:25+00:00,93,543,0.30188,25.60000,98.00000,,,,
2026-05-12T06:16:01+00:00,94,547,0.29920,25.60000,97.90000,,,,
2026-05-12T06:37:38+00:00,95,547,0.29920,25.50000,97.90000,,,,
2026-05-12T06:59:14+00:00,96,549,0.29788,25.50000,98.00000,,,,
2026-05-12T07:20:52+00:00,97,549,0.29788,25.60000,98.00000,,,,
